img_src,x,y
0.png,0.9495362280264257,0.8686077272104398
1.png,0.8496391131323029,0.8129106438071645
2.png,0.7278898358180997,0.43030705019676985
3.png,0.4783699718726063,0.2715828159685371
4.png,0.8928771721691786,0.8776989344841869
5.png,0.702901969253738,0.4963420344408994
6.png,0.8532637049414082,0.6472150404906091
7.png,0.7505043136913979,0.6665201119615332
8.png,0.7348500924203507,0.5393823021013837
9.png,0.8712914916266014,0.8449593169724234
10.png,0.5099804240643359,0.31926751578740237
11.png,0.704166460399688,0.5882436533483789
12.png,0.4672007884336976,0.16219165334562613
13.png,0.6507970483253932,0.329496104575606
14.png,0.6734862180120395,0.450068853342782
15.png,0.9999810306776648,1.0008854791876953
16.png,0.7501285123758343,0.46487617745305676
17.png,0.5722002342742759,0.4003436746447629
18.png,0.7999269574979635,0.7415209334715777
19.png,0.7727389269041388,0.49987799964152596
20.png,0.3965911252742553,0.1847578201258039
21.png,0.8503430327986292,0.7420640427767082
22.png,0.6447966264796251,0.4045912643724028
23.png,0.9788587996124112,0.9453109089689354
24.png,0.8272602413423672,0.777996791589337
25.png,0.7940707170068754,0.5362195682349188
26.png,0.49893486115903934,0.18730871025618231
27.png,0.8715739624417767,0.685413629041141
28.png,0.5726350200562764,0.3227015058407943
29.png,0.4405253681793928,0.23712166805393348
30.png,0.5449409604748027,0.3613862516890162
31.png,0.36712343287402527,0.13928469158256412
32.png,0.9203012235426883,0.7969021585003424
33.png,0.9417089997365491,0.942247805090651
34.png,0.6278698813050876,0.4756538193601981
35.png,0.536186894937356,0.27895666592234286
36.png,0.6218272505713014,0.2984055199896776
37.png,0.5609002512918358,0.23610441443694313
38.png,0.9053720503366031,0.760769263620832
39.png,0.6514328691824259,0.5139435909396693
40.png,0.42562825630166273,0.16037395299402743
41.png,0.8152025415323008,0.5725784834331961
42.png,0.6780402923616462,0.36226778618687006
43.png,0.9639601174510068,0.9058690944094661
44.png,0.6090662500275744,0.3620716164328277
45.png,0.5914222214013827,0.26838670093240213
46.png,0.7302192619755338,0.6267515293466068
47.png,0.6793679690745992,0.5518315172708784
48.png,0.834850255762035,0.6097048855400723
49.png,0.978574856095361,0.9790113433784726
50.png,0.889356554724413,0.7231726137710475
51.png,0.7747601481624523,0.7046986583475707
52.png,0.52713742213316,0.21537004210739646
53.png,0.7909535157513801,0.6357787330656456
54.png,0.5993726071968053,0.43891831799258924
55.png,0.8199791761698134,0.686799818011938
56.png,0.9351697844347074,0.8326683815833288
57.png,0.9164007894105277,0.9094750351800915
58.png,0.7626302974626387,0.5855745931897918
59.png,0.7033074957119472,0.39593690056540204
