img_src,x,y
121.png,0.50772256,0.47629362
122.png,0.74690986,0.6441519
123.png,0.2524492,0.24938822
124.png,0.45212096,0.40504932
125.png,0.3293133,0.42916337
126.png,0.6280645,0.7089704
127.png,0.4631448,0.5625543
128.png,0.33151966,0.31370106
129.png,0.42426947,0.3832252
130.png,0.82528925,0.7861777
131.png,0.95507205,0.78956044
132.png,0.9579137,0.81166553
133.png,0.6175098,0.47932366
134.png,0.7903533,0.7987363
135.png,0.97124624,0.89825046
136.png,0.30833343,0.2882499
137.png,0.69718176,0.75549453
138.png,0.9985798,0.9693462
139.png,0.10889798,0.123181
140.png,0.5064487,0.44189075
141.png,0.7383724,0.679558
142.png,0.80375993,0.8497284
143.png,0.9252346,0.75053394
144.png,0.68703544,0.61386317
145.png,0.88126093,0.69018394
146.png,0.9459503,0.8762882
147.png,0.17702085,0.25140023
148.png,0.80259734,0.6895406
149.png,0.8265929,0.6078469
150.png,0.33424923,0.34757814
151.png,0.73547477,0.79599553
152.png,0.4459778,0.54201317
153.png,0.6501199,0.72698075
154.png,0.14691088,0.15847269
155.png,0.82032704,0.823395
156.png,0.98354137,0.87261206
157.png,0.50395626,0.6002119
158.png,0.054381706,0.07149603
159.png,0.62827,0.5275439
160.png,0.6736588,0.6556377
161.png,0.6722975,0.7435114
162.png,0.7126468,0.5824163
163.png,0.52208,0.41300666
164.png,0.64163554,0.4948321
165.png,0.19304605,0.2709376
166.png,0.9330567,0.8372313
167.png,0.49701512,0.50993127
168.png,0.75108445,0.57815254
169.png,0.16166626,0.23212601
170.png,0.64733857,0.63061404
171.png,0.21680486,0.21775453
172.png,0.39705867,0.36130416
173.png,0.66367185,0.5127066
174.png,0.9674477,0.93788475
175.png,0.2760136,0.37080085
176.png,0.8818137,0.87239456
177.png,0.83766544,0.6859852
178.png,0.36588466,0.3740904
179.png,0.9799138,0.9844629
180.png,0.26158187,0.30478373
181.png,0.73359394,0.7515628
182.png,0.86090106,0.77520335
183.png,0.93817115,0.95199
184.png,0.76531315,0.61248714
185.png,0.71306837,0.7782132
186.png,0.08388672,0.12467254
187.png,0.22030693,0.24595243
188.png,0.85360986,0.81327194
189.png,0.9140626,0.8635276
190.png,0.7774136,0.66168714
191.png,0.5960655,0.54687387
192.png,0.4771422,0.4273966
193.png,0.65794855,0.5916407
194.png,0.5644353,0.5249776
195.png,0.24501996,0.20381185
196.png,0.46290803,0.51112115
197.png,0.8391309,0.6284636
198.png,0.19993897,0.1673664
199.png,0.29592323,0.38800097
