img_src,x,y
170.png,0.9090021,0.50519085
171.png,0.954834,0.4758668
172.png,0.4451387,0.27292702
173.png,0.05271265,0.0019154407
174.png,0.99631894,0.3617405
175.png,0.9546328,0.5272209
176.png,0.13248622,0.028446909
177.png,0.91661096,0.5547836
178.png,0.43613073,0.104521886
179.png,0.31225684,0.058072697
180.png,0.4830386,0.30080277
181.png,0.4569231,0.22543809
182.png,0.34683236,0.09722267
183.png,0.80587476,0.044976577
184.png,0.36915156,0.21633787
185.png,0.66141945,0.33398646
186.png,0.14201573,0.06258891
187.png,0.80543506,0.55072814
188.png,0.1838259,0.042818345
189.png,0.8601299,0.43340304
190.png,0.117407106,0.00029002334
191.png,0.9101707,0.78273433
192.png,0.9999967,0.99992096
193.png,0.8591422,0.0019256847
194.png,0.08396203,0.00027384263
195.png,0.657431,0.019334136
196.png,0.51342297,0.15491284
197.png,0.621574,0.30040565
198.png,0.36119947,0.05416557
199.png,0.42753792,0.1519182
